RT	WT	ST	TT	Nombre de Proceso
8	2980	30	3010	calc_premio-11
8	2980	30	3010	calc_premio-9
12	2981	30	3011	calc_premio-56
12	2981	30	3011	calc_premio-53
12	2982	30	3012	calc_premio-54
12	2982	30	3012	calc_premio-55
12	2983	30	3013	calc_premio-36
12	2983	30	3013	calc_premio-33
12	2984	30	3014	calc_premio-35
12	2984	30	3014	calc_premio-34
12	2985	30	3015	calc_premio-16
12	2985	30	3015	calc_premio-15
12	2986	30	3016	calc_premio-13
12	2986	30	3016	calc_premio-14
16	2987	30	3017	calc_premio-57
16	2987	30	3017	calc_premio-60
16	2988	30	3018	calc_premio-59
16	2988	30	3018	calc_premio-58
16	2989	30	3019	calc_premio-39
16	2989	30	3019	calc_premio-40
16	2990	30	3020	calc_premio-37
16	2990	30	3020	calc_premio-38
16	2991	30	3021	calc_premio-17
16	2991	30	3021	calc_premio-18
16	2992	30	3022	calc_premio-20
16	2992	30	3022	calc_premio-19
20	2993	30	3023	calc_premio-61
20	2993	30	3023	calc_premio-64
20	2994	30	3024	calc_premio-62
20	2994	30	3024	calc_premio-63
20	2995	30	3025	calc_premio-41
20	2995	30	3025	calc_premio-42
20	2996	30	3026	calc_premio-44
20	2996	30	3026	calc_premio-43
20	2997	30	3027	calc_premio-21
20	2997	30	3027	calc_premio-23
20	2998	30	3028	calc_premio-24
20	2998	30	3028	calc_premio-22
4	2999	30	3029	calc_premio-67
4	2999	30	3029	calc_premio-68
4	3000	30	3030	calc_premio-65
4	3000	30	3030	calc_premio-66
8	3001	30	3031	calc_premio-71
8	3001	30	3031	calc_premio-70
8	3002	30	3032	calc_premio-69
8	3002	30	3032	calc_premio-72
12	3003	30	3033	calc_premio-74
12	3003	30	3033	calc_premio-76
12	3004	30	3034	calc_premio-75
12	3004	30	3034	calc_premio-73
16	3005	30	3035	calc_premio-80
16	3005	30	3035	calc_premio-77
16	3006	30	3036	calc_premio-79
16	3006	30	3036	calc_premio-78
20	3007	30	3037	calc_premio-82
20	3007	30	3037	calc_premio-81
20	3008	30	3038	calc_premio-84
20	3008	30	3038	calc_premio-83
4	3009	30	3039	calc_premio-86
4	3009	30	3039	calc_premio-85
4	3010	30	3040	calc_premio-88
4	3010	30	3040	calc_premio-87
8	3011	30	3041	calc_premio-89
8	3011	30	3041	calc_premio-91
8	3012	30	3042	calc_premio-90
6	3010	30	3040	calc_premio-92
10	3011	30	3041	calc_premio-95
10	3011	30	3041	calc_premio-93
10	3012	30	3042	calc_premio-94
10	3012	30	3042	calc_premio-96
14	3013	30	3043	calc_premio-99
14	3013	30	3043	calc_premio-98
14	3014	30	3044	calc_premio-97
14	3014	30	3044	calc_premio-100
18	3015	30	3045	calc_premio-104
18	3015	30	3045	calc_premio-101
18	3016	30	3046	calc_premio-103
18	3016	30	3046	calc_premio-102
2	3017	30	3047	calc_premio-105
2	3017	30	3047	calc_premio-108
2	3018	30	3048	calc_premio-106
2	3018	30	3048	calc_premio-107
6	3019	30	3049	calc_premio-110
6	3019	30	3049	calc_premio-109
6	3020	30	3050	calc_premio-112
6	3020	30	3050	calc_premio-111
10	3021	30	3051	calc_premio-115
10	3021	30	3051	calc_premio-116
10	3022	30	3052	calc_premio-113
10	3022	30	3052	calc_premio-114
14	3023	30	3053	calc_premio-120
14	3023	30	3053	calc_premio-117
14	3024	30	3054	calc_premio-118
14	3024	30	3054	calc_premio-119
18	3025	30	3055	calc_premio-124
18	3025	30	3055	calc_premio-122
18	3026	30	3056	calc_premio-121
18	3026	30	3056	calc_premio-123
2	3027	30	3057	calc_premio-125
2	3027	30	3057	calc_premio-127
2	3028	30	3058	calc_premio-126
2	3028	30	3058	calc_premio-128
6	3029	30	3059	calc_premio-131
6	3029	30	3059	calc_premio-130
6	3030	30	3060	calc_premio-129
6	3030	30	3060	calc_premio-132
10	3031	30	3061	calc_premio-133
10	3031	30	3061	calc_premio-136
10	3032	30	3062	calc_premio-134
10	3032	30	3062	calc_premio-135
14	3033	30	3063	calc_premio-139
14	3033	30	3063	calc_premio-140
14	3034	30	3064	calc_premio-138
14	3034	30	3064	calc_premio-137
18	3035	30	3065	calc_premio-141
18	3035	30	3065	calc_premio-143
18	3036	30	3066	calc_premio-142
18	3036	30	3066	calc_premio-144
2	3037	30	3067	calc_premio-146
2	3037	30	3067	calc_premio-148
2	3038	30	3068	calc_premio-147
2	3038	30	3068	calc_premio-145
6	3039	30	3069	calc_premio-151
6	3039	30	3069	calc_premio-149
6	3040	30	3070	calc_premio-150
6	3040	30	3070	calc_premio-152
10	3041	30	3071	calc_premio-155
10	3041	30	3071	calc_premio-156
10	3042	30	3072	calc_premio-153
10	3042	30	3072	calc_premio-154
14	3043	30	3073	calc_premio-158
14	3043	30	3073	calc_premio-159
14	3044	30	3074	calc_premio-157
14	3044	30	3074	calc_premio-160
18	3045	30	3075	calc_premio-161
18	3045	30	3075	calc_premio-164
18	3046	30	3076	calc_premio-162
18	3046	30	3076	calc_premio-163
2	3047	30	3077	calc_premio-166
2	3047	30	3077	calc_premio-165
2	3048	30	3078	calc_premio-168
2	3048	30	3078	calc_premio-167
6	3049	30	3079	calc_premio-169
6	3049	30	3079	calc_premio-171
6	3050	30	3080	calc_premio-172
6	3050	30	3080	calc_premio-170
10	3051	30	3081	calc_premio-176
10	3051	30	3081	calc_premio-175
10	3052	30	3082	calc_premio-174
10	3052	30	3082	calc_premio-173
14	3053	30	3083	calc_premio-180
14	3053	30	3083	calc_premio-177
14	3054	30	3084	calc_premio-178
14	3054	30	3084	calc_premio-179
18	3055	30	3085	calc_premio-184
18	3055	30	3085	calc_premio-183
18	3056	30	3086	calc_premio-182
18	3056	30	3086	calc_premio-181
2	3057	30	3087	calc_premio-185
2	3057	30	3087	calc_premio-186
2	3058	30	3088	calc_premio-187
2	3058	30	3088	calc_premio-188
6	3059	30	3089	calc_premio-189
6	3059	30	3089	calc_premio-190
6	3060	30	3090	calc_premio-192
6	3060	30	3090	calc_premio-191
10	3061	30	3091	calc_premio-194
10	3061	30	3091	calc_premio-195
10	3062	30	3092	calc_premio-196
10	3062	30	3092	calc_premio-193
14	3063	30	3093	calc_premio-198
14	3063	30	3093	calc_premio-197
14	3064	30	3094	calc_premio-199
14	3064	30	3094	calc_premio-200
18	3065	30	3095	calc_premio-203
18	3065	30	3095	calc_premio-204
18	3066	30	3096	calc_premio-201
18	3066	30	3096	calc_premio-202
2	3067	30	3097	calc_premio-205
2	3067	30	3097	calc_premio-207
2	3068	30	3098	calc_premio-208
2	3068	30	3098	calc_premio-206
6	3069	30	3099	calc_premio-209
6	3069	30	3099	calc_premio-210
6	3070	30	3100	calc_premio-211
6	3070	30	3100	calc_premio-212
10	3071	30	3101	calc_premio-214
10	3071	30	3101	calc_premio-215
10	3072	30	3102	calc_premio-213
10	3072	30	3102	calc_premio-216
14	3073	30	3103	calc_premio-218
14	3073	30	3103	calc_premio-220
14	3074	30	3104	calc_premio-219
14	3074	30	3104	calc_premio-217
18	3075	30	3105	calc_premio-222
18	3075	30	3105	calc_premio-223
18	3076	30	3106	calc_premio-224
18	3076	30	3106	calc_premio-221
2	3077	30	3107	calc_premio-226
2	3077	30	3107	calc_premio-227
2	3078	30	3108	calc_premio-228
2	3078	30	3108	calc_premio-225
6	3079	30	3109	calc_premio-229
6	3079	30	3109	calc_premio-231
6	3080	30	3110	calc_premio-232
6	3080	30	3110	calc_premio-230
10	3081	30	3111	calc_premio-233
10	3081	30	3111	calc_premio-234
10	3082	30	3112	calc_premio-235
10	3082	30	3112	calc_premio-236
14	3083	30	3113	calc_premio-239
14	3083	30	3113	calc_premio-238
14	3084	30	3114	calc_premio-237
14	3084	30	3114	calc_premio-240
18	3085	30	3115	calc_premio-241
18	3085	30	3115	calc_premio-242
18	3086	30	3116	calc_premio-243
18	3086	30	3116	calc_premio-244
2	3087	30	3117	calc_premio-248
2	3087	30	3117	calc_premio-247
2	3088	30	3118	calc_premio-246
2	3088	30	3118	calc_premio-245
6	3089	30	3119	calc_premio-252
6	3089	30	3119	calc_premio-250
6	3090	30	3120	calc_premio-251
6	3090	30	3120	calc_premio-249
10	3091	30	3121	calc_premio-255
10	3091	30	3121	calc_premio-256
10	3092	30	3122	calc_premio-253
10	3092	30	3122	calc_premio-254
14	3093	30	3123	calc_premio-257
14	3093	30	3123	calc_premio-259
14	3094	30	3124	calc_premio-258
14	3094	30	3124	calc_premio-260
18	3095	30	3125	calc_premio-264
18	3095	30	3125	calc_premio-261
18	3096	30	3126	calc_premio-263
18	3096	30	3126	calc_premio-262
2	3097	30	3127	calc_premio-265
2	3097	30	3127	calc_premio-266
2	3098	30	3128	calc_premio-267
2	3098	30	3128	calc_premio-268
6	3099	30	3129	calc_premio-270
6	3099	30	3129	calc_premio-271
6	3100	30	3130	calc_premio-272
6	3100	30	3130	calc_premio-269
10	3101	30	3131	calc_premio-274
10	3101	30	3131	calc_premio-276
10	3102	30	3132	calc_premio-273
10	3102	30	3132	calc_premio-275
14	3103	30	3133	calc_premio-278
14	3103	30	3133	calc_premio-280
14	3104	30	3134	calc_premio-279
14	3104	30	3134	calc_premio-277
18	3105	30	3135	calc_premio-282
18	3105	30	3135	calc_premio-283
18	3106	30	3136	calc_premio-284
18	3106	30	3136	calc_premio-281
2	3107	30	3137	calc_premio-287
2	3107	30	3137	calc_premio-286
2	3108	30	3138	calc_premio-285
2	3108	30	3138	calc_premio-288
6	3109	30	3139	calc_premio-290
6	3109	30	3139	calc_premio-291
6	3110	30	3140	calc_premio-292
6	3110	30	3140	calc_premio-289
10	3111	30	3141	calc_premio-293
10	3111	30	3141	calc_premio-294
10	3112	30	3142	calc_premio-295
10	3112	30	3142	calc_premio-296
14	3113	30	3143	calc_premio-297
14	3113	30	3143	calc_premio-299
14	3114	30	3144	calc_premio-300
14	3114	30	3144	calc_premio-298
18	3115	30	3145	calc_premio-304
18	3115	30	3145	calc_premio-301
18	3116	30	3146	calc_premio-303
18	3116	30	3146	calc_premio-302
2	3117	30	3147	calc_premio-308
2	3117	30	3147	calc_premio-305
2	3118	30	3148	calc_premio-307
2	3118	30	3148	calc_premio-306
6	3119	30	3149	calc_premio-312
6	3119	30	3149	calc_premio-309
6	3120	30	3150	calc_premio-310
6	3120	30	3150	calc_premio-311
10	3121	30	3151	calc_premio-315
10	3121	30	3151	calc_premio-314
10	3122	30	3152	calc_premio-313
10	3122	30	3152	calc_premio-316
14	3123	30	3153	calc_premio-319
14	3123	30	3153	calc_premio-317
14	3124	30	3154	calc_premio-320
14	3124	30	3154	calc_premio-318
18	3125	30	3155	calc_premio-324
18	3125	30	3155	calc_premio-323
18	3126	30	3156	calc_premio-321
18	3126	30	3156	calc_premio-322
2	3127	30	3157	calc_premio-325
2	3127	30	3157	calc_premio-327
2	3128	30	3158	calc_premio-326
2	3128	30	3158	calc_premio-328
6	3129	30	3159	calc_premio-329
6	3129	30	3159	calc_premio-332
6	3130	30	3160	calc_premio-331
6	3130	30	3160	calc_premio-330
10	3131	30	3161	calc_premio-335
10	3131	30	3161	calc_premio-333
10	3132	30	3162	calc_premio-336
10	3132	30	3162	calc_premio-334
14	3133	30	3163	calc_premio-338
14	3133	30	3163	calc_premio-339
14	3134	30	3164	calc_premio-337
14	3134	30	3164	calc_premio-340
18	3135	30	3165	calc_premio-343
18	3135	30	3165	calc_premio-342
18	3136	30	3166	calc_premio-341
18	3136	30	3166	calc_premio-344
2	3137	30	3167	calc_premio-346
2	3137	30	3167	calc_premio-348
2	3138	30	3168	calc_premio-345
2	3138	30	3168	calc_premio-347
6	3139	30	3169	calc_premio-352
6	3139	30	3169	calc_premio-350
6	3140	30	3170	calc_premio-351
6	3140	30	3170	calc_premio-349
10	3141	30	3171	calc_premio-353
10	3141	30	3171	calc_premio-355
10	3142	30	3172	calc_premio-354
10	3142	30	3172	calc_premio-356
14	3143	30	3173	calc_premio-359
14	3143	30	3173	calc_premio-360
14	3144	30	3174	calc_premio-357
14	3144	30	3174	calc_premio-358
18	3145	30	3175	calc_premio-362
18	3145	30	3175	calc_premio-363
18	3146	30	3176	calc_premio-364
18	3146	30	3176	calc_premio-361
2	3147	30	3177	calc_premio-367
2	3147	30	3177	calc_premio-366
2	3148	30	3178	calc_premio-368
2	3148	30	3178	calc_premio-365
6	3149	30	3179	calc_premio-372
6	3149	30	3179	calc_premio-370
6	3150	30	3180	calc_premio-369
6	3150	30	3180	calc_premio-371
10	3151	30	3181	calc_premio-374
10	3151	30	3181	calc_premio-375
10	3152	30	3182	calc_premio-373
10	3152	30	3182	calc_premio-376
14	3153	30	3183	calc_premio-378
14	3153	30	3183	calc_premio-380
14	3154	30	3184	calc_premio-377
14	3154	30	3184	calc_premio-379
18	3155	30	3185	calc_premio-382
18	3155	30	3185	calc_premio-381
18	3156	30	3186	calc_premio-383
18	3156	30	3186	calc_premio-384
2	3157	30	3187	calc_premio-388
2	3157	30	3187	calc_premio-386
2	3158	30	3188	calc_premio-385
2	3158	30	3188	calc_premio-387
6	3159	30	3189	calc_premio-389
6	3159	30	3189	calc_premio-391
6	3160	30	3190	calc_premio-392
6	3160	30	3190	calc_premio-390
10	3161	30	3191	calc_premio-395
10	3161	30	3191	calc_premio-393
10	3162	30	3192	calc_premio-396
10	3162	30	3192	calc_premio-394
14	3163	30	3193	calc_premio-397
14	3163	30	3193	calc_premio-399
14	3164	30	3194	calc_premio-400
14	3164	30	3194	calc_premio-398
